userId,name,gender,age,occupation,zip_code
36982,Francis Barrera,M,64,4,02705
36997,Carrie Smith,F,17,20,77462
37009,Leslie Roberts,F,49,16,38262
37010,Destiny Cox,F,21,15,86604
37011,Amanda Fischer,F,20,19,96158
37043,Robert Rodriguez,M,24,12,13422
37067,Edward Williams,M,48,11,19477
37097,Nicholas Cook,M,18,17,16914
37109,Robert Henderson,M,28,30,78298
37122,Jonathon Marshall,M,19,10,76856
37124,Tamara Frazier,F,22,22,66519
37164,Mary Reyes,F,48,13,51149
37175,Jessica Carpenter,F,53,20,21931
37182,Jessica Fitzpatrick,F,35,17,83389
37214,Sophia French,F,38,2,48534
37227,Rhonda Herrera,F,23,7,29168
37303,Lauren Warner,F,29,16,44694
37325,Michael Phillips,M,48,15,78781
37332,Randall Gaines,M,34,28,62913
37375,Joseph Lewis,M,49,1,65397
37404,Jeffrey Howell,M,24,30,49909
37411,Paul Patrick,M,21,23,21808
37438,Jonathan Davidson,M,45,22,90434
37448,Stacy Zavala,F,59,12,27237
37486,Cole Jackson,M,56,20,36735
37516,Angela Cantu,F,41,13,40814
37538,Krystal Johnson,F,39,1,97095
37544,Sheila Tate,F,59,16,73154
37545,Lisa Bell,F,20,22,55835
37558,Darren Willis,M,45,19,19808
37606,Karen Adams,F,47,1,56263
37613,Michelle Garrett,F,62,16,66520
37654,Laura Spence,F,64,30,79930
37694,Kaitlyn Chandler,F,22,3,72626
37712,Emily Davis,F,67,30,92347
37713,Adam Taylor,M,37,13,17214
37719,Shane Durham,M,14,15,59553
37735,Alejandra Morrison,F,60,13,75997
37744,Melissa Dean,F,25,5,27345
37789,Alan Rich,M,16,22,92969
37793,Miranda Moore,F,65,1,31852
37825,Jonathan Kelly,M,25,9,46840
37827,David Cochran,M,17,3,86897
37828,Patrick Gray,M,49,7,10932
37832,Thomas King,M,53,15,12116
37878,Shane Rich,M,47,6,21512
37921,Stacey Adkins,F,68,28,65888
37922,Stanley Nichols,M,49,16,67313
37927,Annette Reed,F,37,25,97831
37931,Andrea Hamilton,F,34,24,36521
37936,Melissa Dickerson,F,43,12,95249
37937,Kathleen Barber,F,30,9,06846
37945,Jonathan Kelley,M,41,13,99738
37953,Derek Spears,M,62,23,41604
37956,Anthony Russell,M,21,25,12928
37962,John Dixon,M,16,20,71600
37975,Nicole Valdez,F,37,20,97181
38008,Melissa Nelson,F,53,29,06752
38010,Christopher Lewis,M,34,4,17739
38011,Kyle Lee,M,30,30,17802
38027,Larry Brown,M,61,1,93041
38053,Kelly Hale,F,23,17,12109
38080,Gabriella Martinez,F,31,17,62706
38133,Jenna Cooper,F,18,17,41452
38186,Tina Fuller,F,68,17,23901
38200,Lori Riddle,F,51,2,45255
38224,Jeffrey Patel,M,15,24,43803
38242,Kelsey Foster,F,35,30,48278
38311,Karen Sullivan,F,53,30,51897
38353,Ashley Jones,F,47,21,71872
38369,Danny Green,M,12,5,62402
38380,Lisa Garcia,F,62,27,30607
38406,Patrick Santos,M,29,2,97717
38412,John Rivera,M,46,8,27129
38418,Kelly Valdez,M,44,22,38942
38473,Carrie Foley,F,62,1,44825
38515,Anthony Jenkins,M,43,9,53047
38536,Jason Taylor,M,60,2,88501
38562,Jacob Scott,M,39,7,63075
38588,Jason Weaver,M,55,15,62324
38602,Cody Ross,M,15,3,04523
38610,Danny Bryant,M,46,18,73800
38627,Laura Shaw,F,45,16,83852
38643,David Johnson,M,55,23,75748
38654,Cristina Smith,F,22,20,49368
38673,Charlene Pineda,F,33,25,84024
38679,John Ford,M,59,26,58396
38718,Matthew Robinson,M,49,13,42293
38721,Connie Martin,F,18,23,85630
38746,Bryan Taylor,M,28,30,85022
38768,Christina Norton,F,58,14,60712
38777,Kenneth Jacobs,M,30,23,70286
38796,James Howard,M,24,10,27844
38813,Lydia Mcconnell,F,49,1,06744
38844,Thomas Ayala,M,40,3,07276
38852,Kelly Thomas,F,15,6,53922
38862,Ashley Mcdonald,F,14,4,54258
38885,Scott Cochran,M,53,30,56022
38898,Christopher Hayes,M,65,15,13705
38928,Michele Pitts,F,41,22,67115
38938,James White,M,53,27,25819
38958,Ashley Hanna,F,13,19,21718
38982,Timothy Hayes,M,19,3,56325
39029,Amy Williamson,F,60,14,92591
39055,Ashley Shaffer,F,40,7,75299
39084,Brandy West,F,34,12,60704
39088,Shannon Webster,F,38,23,97339
39105,James Patterson,M,58,19,64341
39106,Brittany Kelly,F,66,27,65660
39131,Michael Carpenter,M,25,6,56755
39133,Ricardo Cook,M,18,5,44629
39155,Ariel Parker,F,44,18,90503
39159,Travis Boyd,M,28,15,30751
39193,Nathaniel Owen,M,68,25,27723
39230,Larry Gonzales,M,38,17,96260
39240,Jason Rice,M,33,14,89661
39259,Ryan Krueger,M,48,16,25104
39280,Amanda Hernandez,F,20,23,56907
39310,Amanda Lawson,F,60,28,10111
39325,Robert Rivera,M,28,27,58189
39328,April Guerrero,F,33,9,05522
39351,Dawn Bryant,F,28,21,95324
39367,Leslie Price,F,35,24,12751
39390,Amy Adams,F,43,24,51020
39446,Jody Weber,F,55,21,26440
39467,Julie Riggs,F,64,21,56244
39468,Frank Sanders,M,19,8,24895
39472,Candace Wilkins,F,50,15,88862
39497,Christopher Sloan,M,26,27,61214
39500,Kurt Riley,M,49,9,98798
39507,Cheryl Townsend,F,60,11,62964
39518,Andre Rivera,M,54,18,94336
39525,Donna Mcdonald,F,30,4,36947
39530,Jacob Ortiz,M,41,17,04643
39532,Danielle Johnson,F,46,28,39811
39546,Lisa Bowers,F,40,4,51239
39575,Catherine Jones,F,47,26,16652
39578,Adam Cohen,M,56,30,16148
39581,John Roberts,M,30,9,24435
39591,Julie Baker,F,60,30,46309
39612,Kyle Moore,M,21,11,24965
39661,Daniel Ellis,M,63,25,23892
39668,Joshua Knox,M,43,28,01608
39669,Brooke Martin,F,61,16,09219
39684,Nicole Jimenez,F,39,7,37658
39687,Stephanie Villa,F,66,19,47014
39707,William Diaz,M,30,14,61602
39710,Shawn Martinez,M,16,26,39897
39723,Amber Stevenson,F,45,30,64284
39742,Joseph Jimenez,M,22,17,38051
39758,Michelle Allison,F,16,30,60509
39770,Rodney Moore,M,44,2,86032
39785,Alan Wyatt,M,63,8,79316
39824,Aaron Chapman,M,64,20,49263
39839,James Miller,M,29,16,01066
39850,Thomas Bernard,M,13,10,25473
39861,Maria Williams,F,16,16,50780
39894,Sharon Morgan,F,21,24,34065
39896,Michael Garcia,M,57,21,17455
39905,Ashley King,F,66,22,05909
39907,Matthew Lewis,M,13,9,51317
39920,Joshua Johnson,M,40,7,48730
39933,Mark Williams,M,19,2,59982
39950,Robert Henderson,M,31,11,29475
39985,Brett Poole,M,55,5,86329
39993,Christopher Drake,M,23,28,27643
40000,Nathan James,M,12,30,13612
40017,Jessica Serrano,F,51,17,36235
40025,Misty Keith,F,19,26,39688
40026,Jessica Cervantes,F,19,9,43465
40041,Daniel Cox,M,55,30,28411
40093,Kathy Myers,F,25,26,12726
40095,Wendy Serrano,F,51,12,90474
40118,Carolyn Sweeney,F,34,9,13452
40130,Pamela Anderson,F,18,26,26004
40173,William Blackburn,M,50,27,13041
40192,Theresa Baker,F,18,8,59232
40203,Robert Ayers,M,49,18,90081
40302,Heather Foster,F,21,29,93111
40324,Dylan Good,M,19,8,13169
40332,Cody Robinson,M,58,4,82934
40333,Nicole Santos,F,53,13,55531
40358,Matthew Taylor,M,38,22,22137
40369,Shelby Bailey,F,56,26,46101
40385,Shannon King,F,51,9,69063
40387,Martin Rush,M,54,13,10824
40425,Caitlyn Thomas,F,57,28,25973
40439,Francisco Smith,M,16,25,29126
40443,Paula Brown,F,67,27,71907
40451,Cody Hampton,M,62,18,24823
40452,Alicia Davila,F,41,12,02375
40504,Cindy Abbott,F,27,5,29330
40511,Brandon Chan,M,50,3,37314
40526,Alex Nelson,M,43,8,39788
40554,Phillip Gallagher,M,60,17,56781
40557,Dale Gill,M,59,11,85044
40571,Nicole Murphy,F,63,2,21708
40595,Kirsten Brady,F,21,29,82100
40609,John Howe,M,65,1,11586
40616,Daniel Harrington,M,69,19,40236
40618,Hailey Kirk,F,66,18,00902
40633,Austin Elliott,M,15,27,32334
40636,Steven Marquez,M,15,11,88462
40651,Caroline Scott,F,21,13,36066
40689,Gregory Ramirez,M,31,29,16643
40709,Maria Wright,F,24,17,47296
40711,Aaron Bradley,M,13,5,11122
40714,Lauren Young,F,25,12,38743
40730,Renee Raymond,F,31,10,03848
40738,Holly Franco,F,33,13,60948
40740,Brian Kaufman,M,29,15,15613
40741,Donna Gonzales,F,55,12,06248
40767,Martin Cameron,M,38,2,24339
40772,Brandy Miranda,F,16,29,24806
40783,Katie Sharp,F,57,26,09655
40789,Adam Stuart,M,32,16,33746
40794,Jason Brennan,M,40,24,01582
40811,Robert Garcia,M,66,30,13154
40852,Victoria Williams,F,63,22,78715
40858,Theresa Smith,F,43,21,50449
40878,Michael May,M,31,21,64279
40914,Traci Roberts,F,21,5,27250
40932,John Christian,M,40,8,82315
40939,Katherine Wilson,F,46,4,30121
40943,Mark Green,M,42,1,34153
40959,Melissa Poole,F,61,14,72409
40983,Andrew Morris,M,21,14,97067
41013,Bobby Cooper,M,50,13,67324
41027,William Hall,M,62,25,62039
41032,Jacqueline Long,F,55,9,50300
41037,David Townsend,M,35,15,42303
41049,Shirley Price,F,18,24,05571
41060,Jordan Smith,M,56,27,24016
41072,Ashley Jones,F,25,28,32764
41098,Eric Mccann,M,33,13,89961
41109,Frank Salazar,M,58,23,11083
41123,David Allen,M,49,15,85064
41135,Darius Griffith,M,53,24,09894
41147,Kevin Henry,M,49,1,54078
41172,Madison Lang,F,40,9,28246
41203,Garrett Mcclure,M,12,3,47918
41249,Johnny Morales,M,66,12,73860
41256,Maria Dougherty,F,18,17,71488
41261,Cindy Garcia,F,60,23,92989
41268,Jamie Floyd,F,51,5,62434
41278,Jennifer Koch,F,27,19,72590
41293,Ray Haley,M,54,22,02713
41294,Nicole Lawson,F,66,22,73761
41345,Gregory Sanchez,M,43,14,76340
41350,Scott Rodriguez,M,23,20,44931
41357,Jessica Green,F,40,22,21235
41380,Amanda Silva,F,47,9,80507
41411,Anita Fleming,F,27,27,55314
41432,Kevin Watson,M,15,22,41157
41452,Evan Jacobs,M,69,20,96055
41466,Jill Porter,F,33,18,69300
41474,Anne Casey,F,13,15,89092
41527,Robert Walker,M,28,1,09524
41530,Steven Mitchell,M,53,14,47570
41539,Benjamin Payne,M,39,26,68270
41547,Beth Wade,F,20,14,06123
41550,Gary Jones,M,57,5,07392
41554,Amy Zavala,F,50,22,10037
41584,Danielle Kennedy,F,55,5,68843
41604,Brenda Garner,F,16,7,26793
41608,Robert Williams,M,41,13,86594
41613,Ryan Leblanc,M,60,19,86148
41643,Bianca Blake,F,39,29,53131
41644,Daniel Peters,M,23,3,84251
41649,Danielle Wilson,F,16,4,45971
41657,Jason Cannon,M,61,14,63690
41675,Sherri Compton,F,24,9,51282
41685,April Bradford,F,51,1,97920
41686,Brandon Cole,M,29,25,67092
41713,David Walters,M,16,4,93818
41740,Nicole Chandler,F,26,29,65039
41746,Barbara Palmer,F,42,18,93777
41778,Rebecca Banks,F,48,7,71167
41780,Wesley Shepherd,M,14,10,49751
41781,Thomas Gonzales,M,51,9,18590
41801,Katherine Gibson,F,41,30,16422
41802,Joseph Ramirez,M,59,2,33990
41842,Jessica Owens,F,13,8,67109
41848,Timothy Sanchez,M,38,11,28453
41850,Debbie Reid,F,44,17,18449
41869,Lisa Butler,F,42,29,75710
41877,Elizabeth Barnett,F,60,29,63212
41926,David Herring,M,17,26,28124
41940,Janet Munoz,F,24,21,46988
41973,Lisa Brown,F,49,23,85218
41974,Tyler Wheeler,M,27,19,07990
42007,Joyce Torres,F,38,2,91917
42010,Michelle Christensen,F,68,8,98921
42014,Cindy Hernandez,F,55,22,81608
42019,Carolyn Colon,F,48,11,80425
42020,Wendy Gonzalez,F,16,2,79084
42032,Tracy Cannon,F,33,21,89799
42043,Kathryn Smith,F,19,24,94298
42067,Randall Ruiz,M,30,21,28215
42083,Christopher Cooper,M,30,27,21637
42089,Barbara Bass,F,29,22,75533
42109,Jay Dudley,M,19,22,16231
42162,Emily White,F,46,30,83939
42202,Ryan Tyler,M,55,29,40255
42224,Kimberly Sanchez,F,47,15,77514
42278,Ariel Vazquez,F,65,1,75625
42290,Sara Rodriguez,F,65,2,79267
42297,Benjamin Johnson,M,21,23,02993
42298,Shannon Mathis,F,30,6,18452
42306,Jasmine Hernandez,F,21,28,93997
42322,Kenneth Walker,M,51,28,39363
42328,Jacob Ballard,M,25,4,76899
42330,Marco Gomez,M,24,6,89509
42335,Anthony Fowler,M,59,25,82032
42368,Wendy Black,F,47,10,29627
42369,John Kelly,M,16,15,73850
42401,Kristin Lloyd,F,56,16,35309
42407,Lisa Thompson,F,34,22,31496
42428,Stacey Hall,F,45,8,48849
42431,Lisa Norton,F,29,2,36679
42433,Andrea Davis,F,40,29,35284
42463,Kenneth Adams,M,32,8,07982
42496,Lauren Peters,F,63,26,31273
42508,Katherine Sharp,F,33,19,61722
42516,Charles Joseph,M,39,9,01160
42519,John Russell,M,37,14,30969
42521,Monica Proctor,F,16,8,38544
42529,Makayla Hester,F,24,25,22130
42535,Kristin Flynn,F,46,12,76962
42564,Diane Fry,F,33,2,29235
42570,Debra Bell,F,46,26,44603
42579,Tina Brown,F,61,9,31858
42593,Jeffrey Rogers,M,45,27,10830
42606,Stephanie Riley,F,67,1,04395
42614,Rita Page,F,19,14,30423
42619,Samantha Ward,F,24,21,11956
42636,Noah Townsend,M,41,6,79137
42656,Rebecca Miller,F,44,10,24296
42662,Laura Yates,F,65,21,18626
42746,Daniel Torres,M,56,5,66371
42768,Travis Hall,M,54,30,47138
42769,Anthony Pratt,M,35,13,40149
42785,Christine Sampson,F,44,4,51617
42790,Tamara Mendoza,F,35,14,18259
42805,Alexis Oconnell,F,16,29,22362
42814,Norman Leon,M,32,23,16816
42816,Adam Adkins,M,32,16,87397
42824,Thomas Meyer,M,20,12,95660
42827,Donald Farmer,M,34,28,81205
42833,Marie Miller,F,21,2,22390
42855,Frederick Walsh,M,64,17,63946
42867,Misty White,F,54,11,08330
42870,Tracy Gray,F,54,20,79361
42893,Lisa Thomas,F,43,12,89510
42909,Lauren Tate,F,32,30,98628
42913,Alyssa Carson,F,15,7,33911
42962,Katherine Brown,F,16,2,38756
43036,Jason Martinez,M,21,23,55839
43047,Samuel Alexander,M,15,23,53078
43069,Todd Diaz,M,47,12,56125
43090,Robert White,M,62,18,72835
43102,Gerald Hernandez,M,50,17,75576
43106,Christopher Soto,M,28,19,36814
43109,Jennifer Coleman,F,43,11,69536
43135,Rhonda Horn,F,35,6,47638
43138,Karen Lewis,F,36,28,75879
43147,Andrew Harris,M,69,26,42342
43155,Andrea Sexton,F,53,11,65234
43179,Jeremiah Evans,M,29,10,15297
43188,Sue Rios,F,17,7,74909
43205,Alyssa Hall,F,41,9,59338
43215,Kristin Gonzalez,F,15,27,58294
43217,Christopher Turner,M,24,2,87523
43231,Bryce Walsh,M,65,3,63721
43255,Ashley Dyer,F,57,17,99046
43257,Jamie Castillo,F,40,27,92361
43317,Nicholas Brown,M,59,18,03816
43365,Mary Miller,F,48,22,30693
43372,Kristine Cabrera,F,51,25,86547
43405,Patricia Walker,F,67,24,11988
43435,Juan Cox,M,65,8,16547
43459,Melissa Johnson,F,30,21,41337
43464,Katrina Patton,F,65,7,36126
43471,Stephen Perez,M,40,25,08233
43508,Michael Wong,M,41,1,10118
43514,Ricky Gates,M,21,30,34123
43543,Hunter Wagner,M,58,29,96143
43547,Traci Ford,F,49,19,56675
43578,Theodore Gillespie,M,41,30,51284
43585,Amy Cook,F,43,18,78105
43586,Stephen Marquez,M,27,8,01605
43620,Megan Saunders,F,31,5,26871
43628,Carmen Brown,F,66,16,43920
43631,Richard Mclaughlin,M,63,3,44665
43723,Nicole Crawford,F,17,1,87865
43730,Amber Clarke,F,30,3,91764
43742,Katherine Thomas,F,39,15,51236
43743,John Boone,M,55,21,78802
43755,Alexandra Hammond,F,63,1,33251
43814,Michael Perez,M,40,28,64542
43828,Ashley Garza,F,13,27,73454
43842,Daniel Tran,M,53,14,39593
43904,Raymond Young,M,56,25,47928
43913,Charles Morris,M,34,20,06010
43914,Lori Velasquez,F,39,3,13085
43954,Tabitha Ray,F,39,25,29342
43976,Cathy Martin,F,31,29,75062
43982,Sarah Dixon,F,70,19,14629
43984,Ricky Evans,M,48,29,92808
43992,Pamela Peterson,F,18,28,04745
44027,Kelly Long,F,29,4,16322
44034,Nicholas Adkins,M,17,20,39634
44046,Larry Clements,M,58,30,79275
44048,Briana Daniels,F,50,1,61475
44058,Jonathan Torres,M,27,12,63677
44069,Shawn Montoya,M,51,29,54194
44081,Sharon Frye,F,64,3,86178
44140,Tiffany Bradley,F,52,1,33719
44224,Sarah Frazier,F,23,4,50690
44252,Randall Hill,M,34,1,42609
44255,Diana Armstrong,F,39,30,05068
44259,Wayne Alvarez,M,64,16,13694
44317,Lydia Snow,F,56,25,94709
44340,Angela Andrews,F,49,26,27083
44365,Elizabeth Lewis,F,47,16,44781
44461,Lynn Harrison,F,39,25,26693
44527,Austin Meyers,M,69,8,67029
44547,Zachary Mitchell,M,47,30,19326
44552,Valerie Ellis,F,59,17,59512
44575,Richard Sanchez,M,49,9,74465
44582,Alyssa Rivera,F,38,18,61863
44621,Veronica Hayes,F,55,29,91381
44624,David Farmer,M,64,22,27189
44627,Mallory Valentine,F,62,23,18544
44633,Kelsey Lane,F,53,8,77239
44635,Alicia Hansen,F,57,15,18395
44666,Ashley Stewart,F,20,29,72615
44676,Marie Lee,F,21,15,46871
44698,Dustin Spence,M,47,9,86397
44701,Valerie Holder,F,46,1,56948
44734,Henry Frank,M,52,17,27490
44772,Ashley Schmidt,F,32,13,06303
44782,Mary Curry,F,17,2,08644
44812,Tracy Young,M,67,30,02066
44815,Kyle Matthews,M,29,10,59981
44853,Gary Kim,M,70,23,98090
44877,Richard Mcdaniel,M,39,19,26340
44879,Jordan Ford,M,62,15,86356
44884,Kimberly Perez,F,52,17,09253
44889,Kim Moreno,F,64,17,67653
44936,Laura Phillips,F,53,21,51868
44951,Samuel King,M,13,29,30121
44960,Michael Wood,M,67,15,35930
44967,Emily Gamble,F,15,20,18878
44996,Rita Rodriguez,F,28,6,08741
45008,Dwayne Cruz,M,51,5,45674
45016,David Woods,M,66,10,77084
45032,Kevin Duran,M,67,4,26489
45038,Kyle Fisher,M,13,26,90448
45051,Michael Burke,M,30,14,35747
45083,Cynthia Stanley,F,20,4,45222
45093,Keith Ortega,M,52,2,05072
45126,Anthony Miller,M,13,27,64018
45131,Melissa Harris,F,28,11,79197
45145,Mitchell Lowery,M,50,15,70555
45163,Barbara Vargas,F,46,12,22232
45168,Katie Roberts,F,17,1,56713
45169,James Bonilla,M,45,29,57958
45186,Jennifer Castro,F,52,17,09805
45189,Martin Jordan,M,16,19,92659
45190,John Perez,M,58,4,48709
45195,Amy Young,F,36,26,78697
45205,George Holland,M,40,8,62819
45221,Lauren Meyers,F,41,7,41662
45228,Shannon Vazquez,F,24,30,59717
45266,Stephen Peterson,M,62,28,90807
45290,Marissa Wagner,F,52,24,73005
45311,Andrea Nelson,F,50,10,12405
45327,Robert Wagner,M,35,23,47125
45361,Charles Boyd,M,41,19,33942
45380,Adam Brown,M,53,2,88263
45384,Patricia Hunter,F,66,26,17295
45394,Mark Vargas,M,65,22,06943
45398,Brittany Dunn,F,49,26,54942
45405,Cody Cunningham,M,55,2,56271
45452,Paul Velazquez,M,56,11,35978
45454,Chelsea Powers,F,50,24,16970
45457,Darrell Yu,M,44,2,34188
45463,Erin Hill,F,58,25,64839
45489,Michele Green,F,26,11,71899
45511,Carl Stewart,M,66,18,91502
45543,Cameron Butler,M,65,13,55287
45572,Tammy Oconnor,F,67,6,87289
45586,Anita Soto,F,44,22,72942
45599,Jessica Bryant,F,12,26,08534
45615,Jennifer Lopez,F,17,15,68940
45689,Rebecca Smith,F,59,15,07282
45693,Cameron Brennan,M,38,10,08983
45698,Benjamin Sanders,M,21,14,76330
45811,Tanya Robinson,F,23,8,06682
45837,Dalton Mendez,M,50,25,11430
45844,Natalie Mitchell,F,14,19,45407
45870,Kevin Ray,M,38,27,46364
45881,Sean Shea,M,18,3,18282
45891,Mikayla Stone,F,21,6,08300
45907,Victoria Brooks,F,43,30,95813
45919,Brian Morris,M,60,30,87679
45956,Christian Welch,M,66,2,92566
45976,Thomas Flores,M,69,22,62465
46001,Monique Young,F,52,19,55961
46007,Tiffany Martin,F,29,26,17121
46090,Christopher Miller,M,70,26,79329
46097,Rhonda Mathews,F,69,11,02134
46101,David Scott,M,40,4,60683
46103,Brandy Rhodes,F,20,29,43317
46109,Stacey Buchanan,F,13,2,36952
46110,Mary Kennedy,F,18,14,85098
46143,Jerome King,M,24,28,75863
46157,Louis Gray,M,12,5,67579
46202,Lisa Nelson,F,46,27,38582
46224,Julian Miller,M,22,30,63677
46311,Michael Lewis,M,40,16,58422
46315,Connie Mills,F,55,21,97745
46342,Maria Wells,F,42,19,97064
46357,David Barton,M,47,25,25702
46412,Russell Mcguire,M,38,6,53692
46413,Sabrina Foster,F,49,2,36782
46426,Bradley Anderson,M,27,6,76309
46445,Jesse Perry,M,67,10,34463
46450,Jacob Navarro,M,37,6,80551
46456,Melanie Hunter,F,53,5,55937
46458,Shelia Lee,F,52,26,25329
46474,Andrea Santos,F,15,5,45071
46504,Alvin Avila,M,39,22,47443
46506,Ryan Scott,M,58,16,81748
46524,Cynthia Miller,F,52,1,10979
46552,Christopher Spencer,M,61,5,32827
46562,Jessica Miller,F,40,30,85560
46588,Matthew Carrillo,M,26,6,83071
46592,Jeffrey Lawrence,M,66,28,26391
46597,Jason Shannon,M,27,11,86105
46602,Steven Mills,M,43,7,43964
46603,Lisa Taylor,F,15,13,88899
46604,Melissa Frank,F,38,26,37677
46634,Randall Wilson,M,20,27,20684
46635,Maria Riley,F,31,6,95352
46638,John Wright,M,34,25,25964
46673,Joshua Smith,M,20,15,30511
46704,Jordan Owens,M,12,8,23708
46711,Rebecca Brown,F,48,16,65503
46729,Melissa Barnes,F,47,17,41423
46746,Micheal Bond,M,27,25,71541
46765,Isabella Hanson,F,35,29,55042
46791,Nicole Campbell,F,43,16,19165
46880,Evan Smith,M,48,8,86831
46882,Michael Jones,M,48,29,98083
46895,Casey Ray,M,61,24,99740
46896,Stephen Delgado,M,54,23,03949
46927,Erin Schultz,F,58,26,32067
46935,Susan Pugh,F,19,29,05894
46974,Lori Rich,F,16,19,08095
46996,Dennis Porter,M,18,22,64549
47022,Christy Harris,F,27,4,81922
47043,Nicholas Smith,M,46,15,41793
47045,Kenneth Hernandez,M,51,12,89608
47056,Andrea Smith,F,62,4,50775
47082,Joseph Collins,M,52,18,59715
47110,Tammy Cox,F,15,15,16330
47153,David Ramsey,M,64,22,33575
47170,Michael Melendez,M,67,11,14435
47216,Morgan Perez,F,49,24,92285
47222,Christina Meadows,F,61,29,26080
47225,Lori Paul,F,48,13,48773
47266,Robin Williams,F,48,16,80212
47275,Kathleen Fletcher,F,42,16,87266
47294,Brenda Lam,F,28,21,14880
47322,James Ferguson,M,58,23,76461
47323,Colin Hamilton,M,19,12,53582
47334,Diana Keller,F,67,13,88858
47370,Janet Carter,F,13,15,42480
47371,Lydia Carson,F,32,19,58414
47402,Benjamin Dean,M,41,2,89878
47409,Andrew Estes,M,45,8,60877
47425,Steve Barr,M,69,2,83096
47442,Wanda Meyer,F,61,8,39332
47452,Gerald Osborne,M,21,7,64793
47459,Michael Ortega,M,48,5,46003
47496,Marisa Wilson,F,53,18,45625
47503,William Reeves,M,37,23,02097
47516,Christopher Singleton,M,25,6,01514
47550,Andrea Ingram,F,41,10,79517
47558,Terry Bautista,M,58,2,87171
47573,Shelby Parks,F,14,6,08823
47593,Patrick Kaiser,M,50,13,09700
47611,Jonathan Walton,M,59,20,14605
47617,Cynthia Peters,F,70,28,25966
47655,Samuel Walker,M,19,13,66060
47676,Michael Humphrey,M,67,17,89052
47678,Lisa Dixon,F,53,3,15205
47690,Christopher Nguyen,M,16,4,24016
47697,Mary Christensen,F,52,25,97609
47723,Michelle Buchanan,F,26,16,09477
47780,Thomas Johnson,M,62,17,96519
47807,Jennifer Richard,F,61,28,02542
47838,Katherine Anderson,F,41,30,03247
47846,Peter Barton,M,22,21,44792
47870,Shannon Lewis,F,28,28,92165
47891,Caleb Patel,M,25,23,95479
47906,Christina Norris,F,22,29,08522
47935,Kara Collier,F,62,29,30555
47942,Brenda Miller,F,58,24,26108
47952,Michael Payne,M,21,8,82825
47960,Michael Rowland,M,15,27,25952
47962,Joseph Khan,M,21,12,02463
47964,James Paul,M,15,16,92555
48065,Casey Clark,F,66,11,34580
48076,Melissa Mclean,F,62,27,09534
48090,Brian Garza,M,16,17,59358
48092,Sabrina Gray,F,14,30,96597
48107,Tara Morton,F,45,14,54506
48124,Dana Wilson,F,70,24,06068
48133,Kelly Jackson,F,30,9,80706
48178,Joel Stephens,M,18,15,57660
48181,Christopher Stout,M,55,12,82458
48226,Claudia Martinez,F,59,29,22482
48240,Gina Pena,F,43,18,52953
48281,Robert Harper,M,47,19,59745
48306,Angela Moore,F,51,4,14941
48311,Andrea Graves,F,31,29,27622
48317,Leonard Wallace,M,70,2,41722
48329,Tanya Hurley,F,38,11,18959
48338,Cory Hall,M,48,12,37168
48357,Shelly Knox,F,24,10,60241
48371,Brooke Shepard,F,12,3,74948
48403,Timothy Armstrong,M,27,11,37243
48426,Steve Davis,M,66,8,51077
48437,Ashley Sandoval,F,58,1,74117
48480,Dawn Jordan,F,65,1,20029
48526,Kyle Weaver,M,23,7,74747
48532,Melissa Smith,F,16,5,66824
48535,Suzanne Chan,F,61,4,74677
48539,William Thomas,M,66,15,50811
48541,Melissa Rodriguez,F,26,28,93591
48554,Terry Strickland,M,19,7,36355
48571,Joshua Williams,M,16,29,95658
48589,Sarah Curry,F,64,13,72720
48600,Michelle Dawson,F,15,25,11926
48627,Eileen Burke,F,12,14,76037
48636,Jacob Stewart,M,49,30,05495
48643,Willie Griffin,M,28,21,26625
48672,Marcus Brown,M,16,18,07468
48683,Katherine Barnes,F,60,10,03833
48685,Barbara Moss,F,40,4,65753
48691,William Wright,M,64,8,35884
48701,Billy Marquez,M,41,24,07665
48767,Brandi Cohen,F,25,12,40560
48777,Susan Collins,F,47,29,28903
48786,Donald Green,M,55,17,82636
48787,Jose Watts,M,27,17,18819
48832,Shawn Long,M,58,13,76873
48841,Erica Rogers,F,54,29,08828
48865,Alyssa Peters,F,25,6,34874
48871,Lisa Moore,F,46,6,59148
48888,Katrina Gutierrez,F,39,22,94776
48890,Samantha Watson,F,57,27,47204
48894,Jonathan Lee,M,31,11,55755
48914,Dale Hardy,M,22,23,16968
48921,Sean Moore,M,66,19,84727
48927,Anne Thompson,F,42,26,69030
48928,Joanne Gonzalez,F,24,15,52513
48947,Theodore Valenzuela,M,43,14,62422
48950,Eric Chandler,M,57,5,77525
48969,Alexandra Christensen,F,69,3,71844
48972,Steven Tyler,M,52,14,76566
48988,Deborah Harris,F,52,1,05005
48992,Victoria Young,F,26,18,80440
48995,Bradley Webb,M,41,14,47621
49004,Daniel Dixon,M,68,16,23545
49038,Kimberly Gomez,F,70,3,84790
49044,Matthew Bailey,M,32,10,29064
49063,Billy Gutierrez,M,55,13,99013
49089,Timothy Marshall,M,54,30,58774
49099,Christopher Lindsey,M,62,10,16267
49100,Mary Green,F,23,20,49543
49119,Tony Hahn,M,18,26,99275
49146,Charles Espinoza,M,32,21,48804
49147,Jessica Barnes,F,48,1,81330
49148,Cindy Jordan,F,23,26,56552
49177,Danny Bonilla,M,34,19,96119
